query_number,query,intent_number,action,target,intent_text,rank,tool_name,score,normalized_rank,normalized_score,knee_distance,gap,gap_percent,is_knee
1,Send an email to Tom,1,send,an email,Send an email to Tom,110,quest_studio_file_storage_get_files,0.36328125,0.9008264462809917,0.1643192488262911,0.046064962775470994,0.0,0.0,False
1,Send an email to Tom,1,send,an email,Send an email to Tom,111,supabase_mcp_get_all_supabase_projects,0.36328125,0.9090909090909091,0.1643192488262911,0.051908820471227565,0.001953125,0.27472527472527475,False
1,Send an email to Tom,1,send,an email,Send an email to Tom,112,github_mcp_server_list_branches,0.361328125,0.9173553719008265,0.1596244131455399,0.05443292802056853,0.001953125,0.27472527472527475,False
1,Send an email to Tom,1,send,an email,Send an email to Tom,113,project_management_tools_get_work_item,0.359375,0.9256198347107438,0.15492957746478872,0.05695703556990934,0.005859375,0.8241758241758242,False
1,Send an email to Tom,1,send,an email,Send an email to Tom,114,railway_tools_volume_list,0.353515625,0.9338842975206612,0.14084507042253522,0.052841642826418775,0.00390625,0.5494505494505495,False
1,Send an email to Tom,1,send,an email,Send an email to Tom,115,github_mcp_server_delete_file,0.349609375,0.9421487603305785,0.13145539906103287,0.052046000229343976,0.0078125,1.098901098901099,False
1,Send an email to Tom,1,send,an email,Send an email to Tom,116,railway_tools_volume_create,0.341796875,0.9504132231404959,0.11267605633802817,0.04461085733943765,0.00390625,0.5494505494505495,False
1,Send an email to Tom,1,send,an email,Send an email to Tom,117,project_management_tools_list_users,0.337890625,0.9586776859504132,0.10328638497652583,0.04381521474236285,0.0,0.0,False
1,Send an email to Tom,1,send,an email,Send an email to Tom,118,project_management_tools_list_projects,0.337890625,0.9669421487603306,0.10328638497652583,0.04965907243811942,0.009765625,1.3736263736263736,False
1,Send an email to Tom,1,send,an email,Send an email to Tom,119,project_management_tools_get_project,0.328125,0.9752066115702479,0.07981220657276995,0.03890417940179733,0.0078125,1.098901098901099,False
1,Send an email to Tom,1,send,an email,Send an email to Tom,120,project_management_tools_update_project,0.3203125,0.9834710743801653,0.06103286384976526,0.03146903651189116,0.00390625,0.5494505494505495,False
1,Send an email to Tom,1,send,an email,Send an email to Tom,121,project_management_tools_delete_project,0.31640625,0.9917355371900827,0.051643192488262914,0.03067339391481636,0.021484375,3.021978021978022,False
1,Send an email to Tom,1,send,an email,Send an email to Tom,122,quest_studio_file_storage_query_files,0.294921875,1.0,0.0,0.0,,,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,1,gmail_tools_reply_google_email,0.72265625,0.0,1.0,0.0,0.01953125,2.7027027027027026,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,2,outlook_mail_management_reply_to_email,0.703125,0.008264462809917356,0.9507389162561576,0.028988988668112798,0.078125,10.81081081081081,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,3,gmail_tools_send_google_email,0.625,0.01652892561983471,0.7536945812807881,0.16247651642783348,0.0078125,1.0810810810810811,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,4,outlook_mail_management_compose_email,0.6171875,0.024793388429752067,0.7339901477832512,0.1705657972776246,0.0078125,1.0810810810810811,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,5,gmail_tools_forward_google_email,0.609375,0.03305785123966942,0.7142857142857143,0.17865507812741577,0.01953125,2.7027027027027026,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,6,gmail_tools_get_google_emails,0.58984375,0.04132231404958678,0.6650246305418719,0.20764406679552855,0.01953125,2.7027027027027026,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,7,gmail_tools_delete_google_email,0.5703125,0.049586776859504134,0.6157635467980296,0.2366330554636412,0.00390625,0.5405405405405406,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,8,outlook_mail_management_send_email,0.56640625,0.05785123966942149,0.6059113300492611,0.23775576704065848,0.015625,2.1621621621621623,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,9,outlook_mail_management_forward_email,0.55078125,0.06611570247933884,0.5665024630541872,0.2597781864359974,0.0078125,1.0810810810810811,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,10,outlook_mail_management_find_email_address,0.54296875,0.0743801652892562,0.5467980295566502,0.2678674672857886,0.01171875,1.6216216216216217,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,11,outlook_mail_management_search_outlook_mail,0.53125,0.08264462809917356,0.5172413793103449,0.2829233174083535,0.033203125,4.594594594594595,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,12,office_word_mcp_server_api_search_replace,0.498046875,0.09090909090909091,0.43349753694581283,0.3362952985311748,0.001953125,0.2702702702702703,True
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,13,outlook_mail_management_get_email_messages,0.49609375,0.09917355371900827,0.42857142857142855,0.33393472547180525,0.001953125,0.2702702702702703,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,14,github_mcp_server_pull_request_read,0.494140625,0.10743801652892562,0.4236453201970443,0.33157415241243554,0.0,0.0,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,15,carrot_mcp_server_api_update_employee,0.494140625,0.11570247933884298,0.4236453201970443,0.32573029471667897,0.005859375,0.8108108108108109,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,16,office_word_mcp_server_api_convert_to_pdf,0.48828125,0.12396694214876033,0.4088669950738916,0.33033629093008315,0.00390625,0.5405405405405406,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,17,office_word_mcp_server_api_add_table,0.484375,0.1322314049586777,0.39901477832512317,0.33145900250710036,0.0,0.0,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,18,carrot_mcp_server_api_submit_leave_application,0.484375,0.14049586776859505,0.39901477832512317,0.3256151448113438,0.001953125,0.2702702702702703,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,19,office_word_mcp_server_api_add_picture,0.482421875,0.1487603305785124,0.39408866995073893,0.32325457175197414,0.005859375,0.8108108108108109,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,20,office_word_mcp_server_api_copy_document,0.4765625,0.15702479338842976,0.3793103448275862,0.3278605679653784,0.001953125,0.2702702702702703,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,21,office_word_mcp_server_api_add_paragraph,0.474609375,0.1652892561983471,0.37438423645320196,0.3254999949060087,0.001953125,0.2702702702702703,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,22,github_mcp_server_search_repositories,0.47265625,0.17355371900826447,0.3694581280788177,0.3231394218466391,0.0,0.0,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,23,carrot_mcp_server_api_create_employee,0.47265625,0.18181818181818182,0.3694581280788177,0.3172955641508825,0.0,0.0,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,24,github_mcp_server_get_commit,0.47265625,0.19008264462809918,0.3694581280788177,0.3114517064551259,0.001953125,0.2702702702702703,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,25,railway_tools_project_info,0.470703125,0.19834710743801653,0.3645320197044335,0.3090911333957562,0.0,0.0,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,26,office_word_mcp_server_api_find_text_in_document,0.470703125,0.2066115702479339,0.3645320197044335,0.30324727569999965,0.0,0.0,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,27,office_word_mcp_server_api_add_heading,0.470703125,0.21487603305785125,0.3645320197044335,0.2974034180042431,0.0,0.0,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,28,office_word_mcp_server_api_get_document_outline,0.470703125,0.2231404958677686,0.3645320197044335,0.29155956030848645,0.001953125,0.2702702702702703,False
2,Reply to Tom's email,1,reply,Tom email,Reply to Tom 's email,29,github_mcp_server_create_or_update_file,0.46875,0.23140495867768596,0.35960591133004927,0.2891989872491168,0.0,0.0,False
